Year,State,Industry,Study_Level,Employment_Type,Nationality,Gender,Student_Count,Visa_Applications,Post_Study_Work,Job_Placement,Skilled_Visa,PR_Grant,Employment_Rate,Job_Achieved_Pct,Salary,Migration_Reason,Left_Australia
2022,TAS,Business,UG,PT,UK,Others,390,287,68,116,23,74,63.04,31.82,63478,Lack of Job Opportunities,1
2022,TAS,Business,UG,PT,Brazil,Male,344,163,79,161,54,10,87.84,47.14,60310,Migration Pathway Issues,0
2022,TAS,Business,UG,PT,Brazil,Female,369,240,271,55,29,65,90.64,83.14,70267,Migration Pathway Issues,0
2022,TAS,Business,UG,PT,Brazil,Others,470,371,53,61,93,21,66.15,75.94,53891,Lack of Job Opportunities,0
2022,TAS,Business,UG,CAS,Pakistan,Male,77,128,131,151,93,52,88.25,76.64,25258,Financial Pressures,0
2022,TAS,Business,UG,CAS,Pakistan,Female,95,669,274,213,21,29,78.95,78.74,25917,Visa Issues,1
2022,TAS,Business,UG,CAS,Pakistan,Others,148,826,249,210,61,71,91.89,45.82,38254,Lack of Job Opportunities,1
2022,TAS,Business,UG,CAS,Nepal,Male,80,952,107,98,28,57,71.92,42.46,38779,Financial Pressures,0
2022,TAS,Business,UG,CAS,Nepal,Female,271,124,84,186,85,21,85.97,81.43,35237,Financial Pressures,1
2022,TAS,Business,UG,CAS,Nepal,Others,326,790,73,125,54,73,84.12,87.21,25005,Lack of Job Opportunities,1
2022,TAS,Business,UG,CAS,Vietnam,Male,141,686,237,167,49,6,85.43,49.01,29480,Migration Pathway Issues,0
2022,TAS,Business,UG,CAS,Vietnam,Female,106,260,225,32,41,25,92.33,37.67,28302,Financial Pressures,0
2022,TAS,Business,UG,CAS,Vietnam,Others,350,263,129,208,16,37,73.64,41.46,25614,Job Opportunities in Home Country,0
2022,TAS,Business,PG-C,FT,Italy,Male,433,307,68,246,39,10,79.97,46.9,123364,Lack of Job Opportunities,1
2022,TAS,Business,PG-C,FT,Italy,Female,488,478,144,193,83,62,78.46,51.43,107510,Job Opportunities in Home Country,0
2022,TAS,Business,PG-C,FT,Italy,Others,284,853,179,104,17,23,91.48,86.3,123862,Lack of Job Opportunities,0
2022,TAS,Business,PG-C,FT,Malaysia,Male,469,472,94,59,30,24,93.34,46.48,107768,Financial Pressures,0
2022,TAS,Business,PG-C,FT,Malaysia,Female,496,411,184,91,70,14,80.89,67.73,110080,Visa Issues,1
2022,TAS,Business,PG-C,FT,Malaysia,Others,440,104,50,140,82,14,93.89,75.77,113466,Lack of Job Opportunities,0
2022,TAS,Business,PG-C,FT,Thailand,Male,51,253,252,246,68,5,70.58,74.35,116362,Lack of Job Opportunities,0
2022,TAS,Business,PG-C,FT,Thailand,Female,483,519,222,193,43,13,78.54,49.99,75751,Visa Issues,0
2022,TAS,Business,PG-C,FT,Thailand,Others,157,783,89,65,44,63,66.22,58.98,112571,Migration Pathway Issues,0
2022,TAS,Business,PG-C,PT,Vietnam,Male,298,904,248,92,60,12,72.66,47.28,29966,Migration Pathway Issues,1
2022,TAS,Business,PG-C,PT,Vietnam,Female,417,492,228,173,62,63,77.84,50.91,68587,Visa Issues,0
2022,TAS,Business,PG-C,PT,Vietnam,Others,148,706,230,214,28,30,65.58,34.0,41540,Job Opportunities in Home Country,1
2022,TAS,Business,PG-C,PT,South Korea,Male,171,541,254,156,68,50,89.62,57.34,62400,Migration Pathway Issues,0
2022,TAS,Business,PG-C,PT,South Korea,Female,358,559,130,33,23,12,69.48,49.99,47475,Financial Pressures,0
2022,TAS,Business,PG-C,PT,South Korea,Others,341,439,178,217,83,17,64.17,63.6,30176,Job Opportunities in Home Country,0
2022,TAS,Business,PG-C,PT,USA,Male,59,145,132,146,13,61,63.81,44.78,62326,Lack of Job Opportunities,1
2022,TAS,Business,PG-C,PT,USA,Female,434,692,74,34,57,18,88.91,67.19,30438,Financial Pressures,0
2022,TAS,Business,PG-C,PT,USA,Others,297,218,227,132,42,21,73.62,52.97,44540,Visa Issues,0
2022,TAS,Business,PG-C,CAS,Vietnam,Male,374,860,60,166,37,26,71.8,36.67,30252,Financial Pressures,1
2022,TAS,Business,PG-C,CAS,Vietnam,Female,347,152,296,129,31,57,92.23,31.1,29460,Job Opportunities in Home Country,0
2022,TAS,Business,PG-C,CAS,Vietnam,Others,120,116,238,39,47,43,83.52,35.7,44050,Financial Pressures,1
2022,TAS,Business,PG-C,CAS,Germany,Male,465,605,283,41,96,69,72.19,55.64,28196,Job Opportunities in Home Country,1
2022,TAS,Business,PG-C,CAS,Germany,Female,404,158,289,211,83,6,71.66,57.39,48377,Migration Pathway Issues,0
2022,TAS,Business,PG-C,CAS,Germany,Others,295,507,170,149,70,33,79.51,34.57,30470,Migration Pathway Issues,0
2022,TAS,Business,PG-C,CAS,Indonesia,Male,344,989,296,197,68,48,84.21,61.92,53734,Job Opportunities in Home Country,0
2022,TAS,Business,PG-C,CAS,Indonesia,Female,294,348,226,208,45,20,85.45,60.0,49014,Job Opportunities in Home Country,1
2022,TAS,Business,PG-C,CAS,Indonesia,Others,317,957,117,137,32,34,80.68,79.98,36754,Migration Pathway Issues,0
2022,TAS,Business,PG-R,FT,Germany,Male,76,619,211,47,60,16,91.78,48.38,93500,Lack of Job Opportunities,0
2022,TAS,Business,PG-R,FT,Germany,Female,96,411,209,168,30,30,88.82,48.46,93133,Financial Pressures,0
2022,TAS,Business,PG-R,FT,Germany,Others,427,618,88,214,74,29,78.94,45.88,122904,Migration Pathway Issues,0
2022,TAS,Business,PG-R,FT,UK,Male,313,196,276,48,39,13,74.69,54.37,113597,Financial Pressures,0
2022,TAS,Business,PG-R,FT,UK,Female,463,612,172,175,42,13,90.96,39.74,67050,Job Opportunities in Home Country,0
2022,TAS,Business,PG-R,FT,UK,Others,496,206,246,65,44,50,90.57,33.54,103910,Visa Issues,0
2022,TAS,Business,PG-R,FT,India,Male,147,514,184,36,13,36,87.08,49.9,124948,Job Opportunities in Home Country,0
2022,TAS,Business,PG-R,FT,India,Female,79,998,179,39,79,75,87.3,51.0,103088,Financial Pressures,0
2022,TAS,Business,PG-R,FT,India,Others,256,713,226,159,75,23,80.56,63.24,78700,Migration Pathway Issues,1
2022,TAS,Business,PG-R,PT,Vietnam,Male,80,855,84,187,27,45,67.36,41.65,27853,Financial Pressures,1
2022,TAS,Business,PG-R,PT,Vietnam,Female,327,641,192,50,35,16,75.29,26.32,40537,Visa Issues,0
2022,TAS,Business,PG-R,PT,Vietnam,Others,96,695,61,82,26,22,65.36,39.06,50956,Migration Pathway Issues,0
2022,TAS,Business,PG-R,PT,Thailand,Male,357,250,86,152,83,28,81.44,84.9,36655,Visa Issues,0
2022,TAS,Business,PG-R,PT,Thailand,Female,67,584,171,55,80,47,87.95,52.71,53730,Job Opportunities in Home Country,1
2022,TAS,Business,PG-R,PT,Thailand,Others,261,899,267,117,74,62,67.47,47.3,29818,Visa Issues,0
2022,TAS,Business,PG-R,PT,Indonesia,Male,115,515,147,79,33,50,91.61,73.63,29309,Lack of Job Opportunities,0
2022,TAS,Business,PG-R,PT,Indonesia,Female,284,405,159,87,61,17,78.02,44.75,36995,Lack of Job Opportunities,0
2022,TAS,Business,PG-R,PT,Indonesia,Others,366,944,167,191,93,48,72.35,54.11,53486,Job Opportunities in Home Country,1
2022,TAS,Business,PG-R,CAS,Pakistan,Male,477,923,297,149,32,64,83.72,66.85,30940,Job Opportunities in Home Country,1
2022,TAS,Business,PG-R,CAS,Pakistan,Female,59,724,76,128,10,75,91.85,48.25,31779,Visa Issues,0
2022,TAS,Business,PG-R,CAS,Pakistan,Others,220,311,205,206,70,41,73.7,76.19,59940,Financial Pressures,1
2022,TAS,Business,PG-R,CAS,Indonesia,Male,458,510,69,102,96,40,92.22,49.11,31838,Lack of Job Opportunities,0
2022,TAS,Business,PG-R,CAS,Indonesia,Female,81,751,207,89,20,15,67.6,54.81,27276,Financial Pressures,1
2022,TAS,Business,PG-R,CAS,Indonesia,Others,50,700,162,56,41,10,74.22,75.35,34226,Migration Pathway Issues,0
2022,TAS,Business,PG-R,CAS,USA,Male,180,147,183,36,53,65,89.55,40.41,50652,Lack of Job Opportunities,1
2022,TAS,Business,PG-R,CAS,USA,Female,473,486,207,181,76,6,89.95,57.7,58990,Migration Pathway Issues,0
2022,TAS,Business,PG-R,CAS,USA,Others,355,706,291,134,67,35,89.96,66.01,27072,Lack of Job Opportunities,0
2022,TAS,Education,UG,FT,Brazil,Male,261,499,211,234,27,33,95.0,51.06,96198,Lack of Job Opportunities,0
2022,TAS,Education,UG,FT,Brazil,Female,177,136,287,132,21,15,90.31,67.71,65886,Lack of Job Opportunities,0
2022,TAS,Education,UG,FT,Brazil,Others,352,875,278,226,80,68,93.74,82.73,83845,Financial Pressures,0
2022,TAS,Education,UG,FT,Pakistan,Male,424,846,296,170,59,57,68.33,56.59,94602,Job Opportunities in Home Country,0
2022,TAS,Education,UG,FT,Pakistan,Female,494,180,267,178,60,56,94.58,70.75,93118,Financial Pressures,0
2022,TAS,Education,UG,FT,Pakistan,Others,438,687,219,107,21,28,71.88,72.99,131862,Lack of Job Opportunities,0
2022,TAS,Education,UG,FT,Malaysia,Male,124,809,128,197,32,27,70.46,47.11,138724,Job Opportunities in Home Country,1
2022,TAS,Education,UG,FT,Malaysia,Female,87,331,148,197,38,21,85.75,41.82,100877,Visa Issues,0
2022,TAS,Education,UG,FT,Malaysia,Others,344,737,241,112,30,36,95.0,82.48,139546,Visa Issues,0
2022,TAS,Education,UG,PT,Germany,Male,163,219,118,47,57,70,72.42,44.86,47014,Financial Pressures,0
2022,TAS,Education,UG,PT,Germany,Female,274,874,299,132,18,73,65.45,65.48,68966,Visa Issues,1
2022,TAS,Education,UG,PT,Germany,Others,121,752,181,209,84,19,81.24,48.98,37291,Migration Pathway Issues,0
2022,TAS,Education,UG,PT,Indonesia,Male,238,960,137,113,72,42,69.92,73.17,63124,Migration Pathway Issues,0
2022,TAS,Education,UG,PT,Indonesia,Female,224,588,262,89,61,37,91.31,66.16,33732,Financial Pressures,0
2022,TAS,Education,UG,PT,Indonesia,Others,100,755,148,129,41,51,87.56,43.92,69699,Migration Pathway Issues,0
2022,TAS,Education,UG,PT,France,Male,125,899,264,226,64,60,75.59,57.41,57789,Lack of Job Opportunities,1
2022,TAS,Education,UG,PT,France,Female,391,687,60,105,99,34,91.97,31.64,35650,Lack of Job Opportunities,0
2022,TAS,Education,UG,PT,France,Others,276,119,61,96,93,54,86.09,52.32,65447,Visa Issues,0
2022,TAS,Education,UG,CAS,India,Male,133,141,251,160,94,59,69.04,93.21,56330,Job Opportunities in Home Country,0
2022,TAS,Education,UG,CAS,India,Female,446,964,144,80,73,17,81.8,49.93,41264,Visa Issues,0
2022,TAS,Education,UG,CAS,India,Others,293,174,233,242,28,54,64.9,57.13,38930,Visa Issues,0
2022,TAS,Education,UG,CAS,Brazil,Male,145,331,133,179,76,12,69.75,44.36,54399,Financial Pressures,1
2022,TAS,Education,UG,CAS,Brazil,Female,273,813,141,184,57,47,95.0,73.01,52745,Migration Pathway Issues,0
2022,TAS,Education,UG,CAS,Brazil,Others,494,202,90,208,87,28,72.81,64.23,48454,Job Opportunities in Home Country,0
2022,TAS,Education,UG,CAS,Pakistan,Male,381,129,162,167,99,48,79.56,68.93,32366,Visa Issues,1
2022,TAS,Education,UG,CAS,Pakistan,Female,271,148,229,39,14,68,93.16,74.09,56684,Financial Pressures,1
2022,TAS,Education,UG,CAS,Pakistan,Others,332,726,55,71,25,49,91.02,49.53,44376,Financial Pressures,0
2022,TAS,Education,PG-C,FT,Indonesia,Male,320,374,192,196,44,17,95.0,45.04,63588,Migration Pathway Issues,1
2022,TAS,Education,PG-C,FT,Indonesia,Female,434,277,63,91,16,27,85.27,62.26,141493,Job Opportunities in Home Country,1
2022,TAS,Education,PG-C,FT,Indonesia,Others,462,188,286,31,73,40,71.93,79.33,77736,Job Opportunities in Home Country,0
2022,TAS,Education,PG-C,FT,Brazil,Male,320,453,96,228,90,73,93.95,74.62,100568,Migration Pathway Issues,0
2022,TAS,Education,PG-C,FT,Brazil,Female,397,221,288,94,62,25,93.13,68.57,88253,Financial Pressures,0
2022,TAS,Education,PG-C,FT,Brazil,Others,286,146,158,47,42,19,95.0,79.25,54172,Lack of Job Opportunities,0
2022,TAS,Education,PG-C,FT,Thailand,Male,439,269,265,59,41,57,82.67,62.04,70798,Financial Pressures,0
2022,TAS,Education,PG-C,FT,Thailand,Female,245,284,199,243,67,17,75.6,40.97,97496,Lack of Job Opportunities,1
2022,TAS,Education,PG-C,FT,Thailand,Others,493,196,123,76,33,49,95.0,78.93,81684,Job Opportunities in Home Country,0
2022,TAS,Education,PG-C,PT,Malaysia,Male,213,779,175,248,79,42,77.71,40.57,70604,Lack of Job Opportunities,0
2022,TAS,Education,PG-C,PT,Malaysia,Female,99,897,283,230,25,56,75.3,79.78,45976,Visa Issues,0
2022,TAS,Education,PG-C,PT,Malaysia,Others,457,662,91,196,16,22,77.86,43.1,63545,Visa Issues,0
2022,TAS,Education,PG-C,PT,Germany,Male,122,173,172,99,26,63,79.72,55.75,33425,Lack of Job Opportunities,0
2022,TAS,Education,PG-C,PT,Germany,Female,325,864,96,53,60,22,71.99,57.75,27807,Job Opportunities in Home Country,0
2022,TAS,Education,PG-C,PT,Germany,Others,251,728,270,64,34,28,79.78,39.05,63119,Lack of Job Opportunities,0
2022,TAS,Education,PG-C,PT,India,Male,305,702,163,247,20,53,79.82,70.22,48827,Lack of Job Opportunities,1
2022,TAS,Education,PG-C,PT,India,Female,199,406,281,120,18,75,87.82,63.31,44302,Lack of Job Opportunities,0
2022,TAS,Education,PG-C,PT,India,Others,100,683,92,96,76,69,76.44,67.31,38967,Lack of Job Opportunities,0
2022,TAS,Education,PG-C,CAS,Indonesia,Male,179,558,169,242,64,10,81.18,84.86,24730,Migration Pathway Issues,0
2022,TAS,Education,PG-C,CAS,Indonesia,Female,487,345,187,181,38,10,92.91,74.95,38000,Financial Pressures,0
2022,TAS,Education,PG-C,CAS,Indonesia,Others,314,769,145,106,91,48,94.23,60.97,38959,Job Opportunities in Home Country,0
2022,TAS,Education,PG-C,CAS,USA,Male,488,430,88,151,68,9,74.24,63.79,41706,Financial Pressures,0
2022,TAS,Education,PG-C,CAS,USA,Female,435,780,63,204,72,12,77.92,58.3,58145,Job Opportunities in Home Country,0
2022,TAS,Education,PG-C,CAS,USA,Others,177,463,201,185,50,22,67.93,67.5,54794,Visa Issues,0
2022,TAS,Education,PG-C,CAS,Pakistan,Male,434,959,172,147,20,44,95.0,48.68,24808,Migration Pathway Issues,0
2022,TAS,Education,PG-C,CAS,Pakistan,Female,497,752,71,85,74,17,76.59,51.03,28848,Lack of Job Opportunities,0
2022,TAS,Education,PG-C,CAS,Pakistan,Others,490,648,295,214,71,7,79.68,64.88,56204,Migration Pathway Issues,0
2022,TAS,Education,PG-R,FT,Indonesia,Male,195,188,71,73,53,41,73.98,79.29,135184,Job Opportunities in Home Country,0
2022,TAS,Education,PG-R,FT,Indonesia,Female,256,171,109,209,89,53,85.15,44.23,57358,Lack of Job Opportunities,1
2022,TAS,Education,PG-R,FT,Indonesia,Others,76,339,292,161,60,74,74.58,79.79,103892,Visa Issues,1
2022,TAS,Education,PG-R,FT,Malaysia,Male,439,463,153,99,88,7,82.68,66.34,141521,Job Opportunities in Home Country,0
2022,TAS,Education,PG-R,FT,Malaysia,Female,444,213,251,236,39,60,66.9,48.45,96366,Visa Issues,0
2022,TAS,Education,PG-R,FT,Malaysia,Others,224,442,248,117,52,41,94.45,40.71,73271,Migration Pathway Issues,0
2022,TAS,Education,PG-R,FT,France,Male,292,249,295,200,80,74,84.73,59.33,84758,Job Opportunities in Home Country,1
2022,TAS,Education,PG-R,FT,France,Female,303,667,116,42,59,61,74.72,40.99,135215,Migration Pathway Issues,0
2022,TAS,Education,PG-R,FT,France,Others,174,180,56,103,92,28,69.91,47.44,124040,Migration Pathway Issues,1
2022,TAS,Education,PG-R,PT,Brazil,Male,311,692,81,217,17,42,67.49,48.5,30077,Visa Issues,1
2022,TAS,Education,PG-R,PT,Brazil,Female,225,213,292,196,62,67,83.09,68.57,42788,Lack of Job Opportunities,0
2022,TAS,Education,PG-R,PT,Brazil,Others,126,714,275,125,54,37,82.97,47.16,31124,Lack of Job Opportunities,1
2022,TAS,Education,PG-R,PT,Pakistan,Male,448,913,169,77,77,44,91.89,67.78,37995,Job Opportunities in Home Country,0
2022,TAS,Education,PG-R,PT,Pakistan,Female,448,928,128,43,78,53,91.86,62.91,58541,Lack of Job Opportunities,1
2022,TAS,Education,PG-R,PT,Pakistan,Others,484,794,166,151,58,44,86.12,68.52,70780,Visa Issues,0
2022,TAS,Education,PG-R,PT,Indonesia,Male,306,460,115,192,86,14,67.7,84.92,56201,Lack of Job Opportunities,0
2022,TAS,Education,PG-R,PT,Indonesia,Female,209,271,112,90,74,45,78.62,69.15,63711,Migration Pathway Issues,0
2022,TAS,Education,PG-R,PT,Indonesia,Others,74,327,167,218,31,60,71.3,43.27,68851,Visa Issues,0
2022,TAS,Education,PG-R,CAS,Germany,Male,322,506,151,151,33,73,81.61,34.73,52096,Financial Pressures,0
2022,TAS,Education,PG-R,CAS,Germany,Female,211,711,162,214,66,44,80.45,59.42,52838,Job Opportunities in Home Country,0
2022,TAS,Education,PG-R,CAS,Germany,Others,99,371,284,101,70,48,86.57,56.25,47320,Migration Pathway Issues,1
2022,TAS,Education,PG-R,CAS,Indonesia,Male,454,505,224,54,95,60,71.77,81.04,41780,Lack of Job Opportunities,0
2022,TAS,Education,PG-R,CAS,Indonesia,Female,317,603,85,45,32,76,65.58,82.26,23560,Job Opportunities in Home Country,0
2022,TAS,Education,PG-R,CAS,Indonesia,Others,244,857,187,118,13,34,75.32,77.42,41642,Migration Pathway Issues,0
2022,TAS,Education,PG-R,CAS,China,Male,417,945,251,195,36,14,90.25,84.53,44573,Visa Issues,0
2022,TAS,Education,PG-R,CAS,China,Female,62,683,140,217,23,48,71.47,45.42,55274,Financial Pressures,1
2022,TAS,Education,PG-R,CAS,China,Others,367,637,263,87,80,19,88.29,52.6,47324,Lack of Job Opportunities,0
2022,TAS,Prof. Serv,UG,FT,USA,Male,454,633,174,126,64,33,67.27,53.09,90853,Lack of Job Opportunities,1
2022,TAS,Prof. Serv,UG,FT,USA,Female,436,764,126,245,71,19,81.01,37.51,55064,Lack of Job Opportunities,0
2022,TAS,Prof. Serv,UG,FT,USA,Others,414,143,218,240,29,41,73.13,52.26,125400,Financial Pressures,0
2022,TAS,Prof. Serv,UG,FT,UK,Male,181,817,181,53,30,14,87.4,38.98,87536,Visa Issues,0
2022,TAS,Prof. Serv,UG,FT,UK,Female,143,391,202,42,48,42,86.81,49.21,142781,Job Opportunities in Home Country,0
2022,TAS,Prof. Serv,UG,FT,UK,Others,483,544,213,161,52,18,85.43,59.25,82799,Migration Pathway Issues,1
2022,TAS,Prof. Serv,UG,FT,Thailand,Male,423,295,241,142,27,8,88.61,60.2,107198,Migration Pathway Issues,0
2022,TAS,Prof. Serv,UG,FT,Thailand,Female,445,756,167,51,48,43,75.96,65.81,106498,Financial Pressures,1
2022,TAS,Prof. Serv,UG,FT,Thailand,Others,255,682,218,214,37,25,88.15,66.38,105934,Migration Pathway Issues,1
2022,TAS,Prof. Serv,UG,PT,Germany,Male,116,538,111,47,88,60,70.85,38.23,68536,Visa Issues,0
2022,TAS,Prof. Serv,UG,PT,Germany,Female,368,638,84,159,17,24,72.02,41.81,30988,Job Opportunities in Home Country,0
2022,TAS,Prof. Serv,UG,PT,Germany,Others,130,512,268,149,95,22,89.69,61.5,39061,Financial Pressures,1
2022,TAS,Prof. Serv,UG,PT,Brazil,Male,64,595,295,215,42,71,81.35,60.1,35563,Visa Issues,0
2022,TAS,Prof. Serv,UG,PT,Brazil,Female,51,132,142,153,15,47,71.94,71.48,68526,Financial Pressures,1
2022,TAS,Prof. Serv,UG,PT,Brazil,Others,110,457,75,138,48,7,72.5,63.89,50841,Migration Pathway Issues,0
2022,TAS,Prof. Serv,UG,PT,Pakistan,Male,385,654,282,104,66,25,91.6,73.77,31711,Migration Pathway Issues,0
2022,TAS,Prof. Serv,UG,PT,Pakistan,Female,431,334,174,30,76,37,75.0,55.55,37921,Job Opportunities in Home Country,0
2022,TAS,Prof. Serv,UG,PT,Pakistan,Others,250,680,78,92,15,63,84.24,64.78,68114,Financial Pressures,0
2022,TAS,Prof. Serv,UG,CAS,Vietnam,Male,363,312,184,54,66,16,75.62,25.02,40734,Migration Pathway Issues,1
2022,TAS,Prof. Serv,UG,CAS,Vietnam,Female,142,645,164,194,67,64,95.0,45.22,50682,Job Opportunities in Home Country,1
2022,TAS,Prof. Serv,UG,CAS,Vietnam,Others,120,846,72,222,48,71,77.1,37.2,50003,Financial Pressures,0
2022,TAS,Prof. Serv,UG,CAS,Nepal,Male,85,488,244,208,98,36,87.72,42.06,37680,Migration Pathway Issues,1
2022,TAS,Prof. Serv,UG,CAS,Nepal,Female,264,430,171,39,96,9,72.53,60.47,24433,Lack of Job Opportunities,0
2022,TAS,Prof. Serv,UG,CAS,Nepal,Others,308,661,273,154,35,22,85.21,47.81,33894,Financial Pressures,0
2022,TAS,Prof. Serv,UG,CAS,UK,Male,102,584,284,225,51,8,80.79,56.85,24329,Lack of Job Opportunities,0
2022,TAS,Prof. Serv,UG,CAS,UK,Female,71,495,258,80,26,40,76.68,40.96,57289,Visa Issues,0
2022,TAS,Prof. Serv,UG,CAS,UK,Others,199,705,57,139,27,76,86.57,62.95,31897,Migration Pathway Issues,1
2022,TAS,Prof. Serv,PG-C,FT,France,Male,185,111,63,59,64,65,89.49,47.74,93967,Visa Issues,0
2022,TAS,Prof. Serv,PG-C,FT,France,Female,191,861,123,207,51,75,77.12,40.8,61192,Migration Pathway Issues,1
2022,TAS,Prof. Serv,PG-C,FT,France,Others,443,537,56,110,21,59,77.63,55.3,118435,Job Opportunities in Home Country,0
2022,TAS,Prof. Serv,PG-C,FT,Malaysia,Male,498,144,66,193,82,67,93.79,69.79,54724,Job Opportunities in Home Country,0
2022,TAS,Prof. Serv,PG-C,FT,Malaysia,Female,290,426,124,100,52,59,78.9,48.44,133663,Migration Pathway Issues,0
2022,TAS,Prof. Serv,PG-C,FT,Malaysia,Others,485,427,50,159,51,78,92.06,55.95,107567,Lack of Job Opportunities,0
2022,TAS,Prof. Serv,PG-C,FT,Italy,Male,294,526,247,229,98,47,95.0,65.41,141384,Financial Pressures,1
2022,TAS,Prof. Serv,PG-C,FT,Italy,Female,423,674,285,105,71,65,95.0,49.81,107869,Job Opportunities in Home Country,0
2022,TAS,Prof. Serv,PG-C,FT,Italy,Others,188,290,246,85,16,55,91.3,71.96,115548,Job Opportunities in Home Country,0
2022,TAS,Prof. Serv,PG-C,PT,Thailand,Male,419,972,121,72,44,9,73.02,57.18,52809,Job Opportunities in Home Country,0
2022,TAS,Prof. Serv,PG-C,PT,Thailand,Female,226,491,113,161,41,57,94.51,55.65,64295,Visa Issues,0
2022,TAS,Prof. Serv,PG-C,PT,Thailand,Others,466,377,176,60,33,7,87.44,82.19,48688,Financial Pressures,1
2022,TAS,Prof. Serv,PG-C,PT,China,Male,146,186,75,149,82,12,77.18,76.57,47427,Job Opportunities in Home Country,0
2022,TAS,Prof. Serv,PG-C,PT,China,Female,436,599,63,120,29,8,80.08,63.0,63769,Financial Pressures,0
2022,TAS,Prof. Serv,PG-C,PT,China,Others,241,830,166,46,15,64,91.1,78.89,60317,Lack of Job Opportunities,0
2022,TAS,Prof. Serv,PG-C,PT,Malaysia,Male,412,475,234,203,44,26,83.17,53.99,37754,Lack of Job Opportunities,0
2022,TAS,Prof. Serv,PG-C,PT,Malaysia,Female,457,335,116,61,32,53,69.38,62.54,51944,Job Opportunities in Home Country,0
2022,TAS,Prof. Serv,PG-C,PT,Malaysia,Others,128,421,188,109,27,14,69.26,69.1,34858,Financial Pressures,0
2022,TAS,Prof. Serv,PG-C,CAS,Malaysia,Male,305,925,226,108,96,29,84.65,62.72,35084,Financial Pressures,0
2022,TAS,Prof. Serv,PG-C,CAS,Malaysia,Female,89,782,166,213,90,7,95.0,84.66,23046,Visa Issues,0
2022,TAS,Prof. Serv,PG-C,CAS,Malaysia,Others,264,636,138,160,77,67,88.45,53.97,50830,Job Opportunities in Home Country,1
2022,TAS,Prof. Serv,PG-C,CAS,India,Male,178,543,83,116,12,22,71.24,56.74,43986,Lack of Job Opportunities,0
2022,TAS,Prof. Serv,PG-C,CAS,India,Female,329,870,236,215,82,28,81.8,57.92,25991,Migration Pathway Issues,0
2022,TAS,Prof. Serv,PG-C,CAS,India,Others,493,388,211,91,94,65,70.29,44.26,54402,Lack of Job Opportunities,0
2022,TAS,Prof. Serv,PG-C,CAS,Pakistan,Male,392,792,158,178,17,77,77.8,67.23,23683,Financial Pressures,0
2022,TAS,Prof. Serv,PG-C,CAS,Pakistan,Female,79,892,170,126,65,38,95.0,69.7,24226,Migration Pathway Issues,0
2022,TAS,Prof. Serv,PG-C,CAS,Pakistan,Others,264,642,243,31,78,64,92.9,41.51,52469,Migration Pathway Issues,0
2022,TAS,Prof. Serv,PG-R,FT,Nepal,Male,283,365,139,87,99,8,84.41,46.64,100835,Migration Pathway Issues,0
2022,TAS,Prof. Serv,PG-R,FT,Nepal,Female,460,741,122,212,67,37,69.65,60.06,66650,Visa Issues,1
2022,TAS,Prof. Serv,PG-R,FT,Nepal,Others,144,527,245,171,45,55,73.81,71.58,84473,Visa Issues,0
2022,TAS,Prof. Serv,PG-R,FT,South Korea,Male,144,982,178,40,25,13,73.99,50.56,135649,Financial Pressures,0
2022,TAS,Prof. Serv,PG-R,FT,South Korea,Female,239,890,93,85,77,27,77.7,45.92,78852,Lack of Job Opportunities,0
2022,TAS,Prof. Serv,PG-R,FT,South Korea,Others,403,269,180,112,43,47,76.88,71.91,117262,Migration Pathway Issues,0
2022,TAS,Prof. Serv,PG-R,FT,Malaysia,Male,66,370,75,74,11,21,91.59,42.74,118484,Visa Issues,0
2022,TAS,Prof. Serv,PG-R,FT,Malaysia,Female,145,671,276,30,28,37,93.35,78.73,111078,Financial Pressures,1
2022,TAS,Prof. Serv,PG-R,FT,Malaysia,Others,458,876,55,87,38,77,88.69,80.98,78452,Migration Pathway Issues,1
2022,TAS,Prof. Serv,PG-R,PT,Brazil,Male,106,991,202,215,15,18,94.44,63.84,43781,Visa Issues,1
2022,TAS,Prof. Serv,PG-R,PT,Brazil,Female,294,992,149,165,17,18,95.0,61.21,49327,Migration Pathway Issues,1
2022,TAS,Prof. Serv,PG-R,PT,Brazil,Others,136,844,82,171,72,60,95.0,45.11,61880,Visa Issues,0
2022,TAS,Prof. Serv,PG-R,PT,Malaysia,Male,348,365,76,165,77,34,95.0,64.14,62080,Job Opportunities in Home Country,0
2022,TAS,Prof. Serv,PG-R,PT,Malaysia,Female,115,700,89,117,14,20,79.54,74.87,29809,Lack of Job Opportunities,0
2022,TAS,Prof. Serv,PG-R,PT,Malaysia,Others,151,743,102,87,94,79,93.06,61.87,33008,Visa Issues,1
2022,TAS,Prof. Serv,PG-R,PT,Germany,Male,117,998,297,86,46,42,85.54,67.77,69919,Lack of Job Opportunities,0
2022,TAS,Prof. Serv,PG-R,PT,Germany,Female,316,878,103,195,29,30,78.13,42.18,58656,Financial Pressures,1
2022,TAS,Prof. Serv,PG-R,PT,Germany,Others,152,877,63,162,66,26,68.61,48.39,37291,Lack of Job Opportunities,1
2022,TAS,Prof. Serv,PG-R,CAS,India,Male,381,773,75,163,62,19,95.0,61.9,31675,Visa Issues,0
2022,TAS,Prof. Serv,PG-R,CAS,India,Female,494,317,156,141,61,22,87.44,64.71,32436,Visa Issues,0
